0
"~W(1, 1)"
"~P(1, 1)"
"(W(1, 1) | OK(1, 1, 0) | P(1, 1))"
"(WumpusAlive(0) | OK(1, 1, 0) | P(1, 1))"
"(~P(1, 1) | ~OK(1, 1, 0))"
"(FacingSouth(0) | L(2, 1, 0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | L(2, 1, 0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | FacingNorth(0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | FacingNorth(0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | Forward(0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | Forward(0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | Forward(0) | L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | L(2, 1, 0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | L(2, 1, 0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | L(2, 1, 0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | FacingNorth(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | FacingNorth(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | Forward(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | Forward(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | Forward(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | L(2, 1, 0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | L(2, 1, 0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | L(2, 1, 0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | FacingNorth(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | FacingNorth(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | Forward(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | Forward(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | Forward(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | L(2, 1, 0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | L(2, 1, 0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | L(2, 1, 0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | FacingNorth(0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | FacingNorth(0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | Forward(0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | Forward(0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | Forward(0) | L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | L(2, 1, 0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | L(2, 1, 0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | L(2, 1, 0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | FacingNorth(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | FacingNorth(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | Forward(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | Forward(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | Forward(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | L(2, 1, 0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | L(2, 1, 0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | L(2, 1, 0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | FacingNorth(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | FacingNorth(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(L(2, 3, 0) | Forward(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(FacingSouth(0) | Forward(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(Forward(0) | Forward(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 2, 1))"
"(P(2, 2) | W(2, 2) | OK(2, 2, 1))"
"(~WumpusAlive(1) | OK(2, 2, 1))"
"(~P(2, 2) | WumpusAlive(1) | ~OK(2, 2, 1))"
"(~W(2, 2) | WumpusAlive(1) | ~OK(2, 2, 1))"
"(Breeze(1) | ~B(2, 3) | ~L(2, 3, 1))"
"(B(2, 3) | ~Breeze(1) | ~L(2, 3, 1))"
"(Stench(1) | ~S(2, 3) | ~L(2, 3, 1))"
"(S(2, 3) | ~Stench(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | Forward(0) | L(1, 3, 0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(Forward(0) | Forward(0) | Forward(0) | ~L(2, 3, 1) | Forward(1) | L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | Forward(0) | L(1, 3, 0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(Forward(0) | Forward(0) | Forward(0) | ~Bump(1) | L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | Forward(0) | L(1, 3, 0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | Forward(0) | Forward(0) | L(2, 3, 1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | Forward(0) | L(1, 3, 0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | L(3, 3, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | L(3, 3, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | L(3, 3, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | FacingWest(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(L(2, 2, 0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(FacingNorth(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(Forward(0) | Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(2, 3, 1))"
"(P(2, 3) | W(2, 3) | OK(2, 3, 1))"
"(~WumpusAlive(1) | OK(2, 3, 1))"
"(~P(2, 3) | WumpusAlive(1) | ~OK(2, 3, 1))"
"(~W(2, 3) | WumpusAlive(1) | ~OK(2, 3, 1))"
"(Breeze(1) | ~B(3, 1) | ~L(3, 1, 1))"
"(B(3, 1) | ~Breeze(1) | ~L(3, 1, 1))"
"(Stench(1) | ~S(3, 1) | ~L(3, 1, 1))"
"(S(3, 1) | ~Stench(1) | ~L(3, 1, 1))"
"(L(3, 2, 0) | L(2, 1, 0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(FacingSouth(0) | L(2, 1, 0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(Forward(0) | L(2, 1, 0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(L(3, 2, 0) | FacingEast(0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(FacingSouth(0) | FacingEast(0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(Forward(0) | FacingEast(0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(L(3, 2, 0) | Forward(0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(FacingSouth(0) | Forward(0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(Forward(0) | Forward(0) | ~L(3, 1, 1) | Forward(1) | L(3, 1, 1))"
"(L(3, 2, 0) | L(2, 1, 0) | ~Bump(1) | L(3, 1, 1))"
"(FacingSouth(0) | L(2, 1, 0) | ~Bump(1) | L(3, 1, 1))"
"(Forward(0) | L(2, 1, 0) | ~Bump(1) | L(3, 1, 1))"
"(L(3, 2, 0) | FacingEast(0) | ~Bump(1) | L(3, 1, 1))"
"(FacingSouth(0) | FacingEast(0) | ~Bump(1) | L(3, 1, 1))"
"(Forward(0) | FacingEast(0) | ~Bump(1) | L(3, 1, 1))"
"(L(3, 2, 0) | Forward(0) | ~Bump(1) | L(3, 1, 1))"
"(FacingSouth(0) | Forward(0) | ~Bump(1) | L(3, 1, 1))"
"(Forward(0) | Forward(0) | ~Bump(1) | L(3, 1, 1))"
"(L(3, 2, 0) | L(2, 1, 0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(FacingSouth(0) | L(2, 1, 0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(Forward(0) | L(2, 1, 0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(L(3, 2, 0) | FacingEast(0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(FacingSouth(0) | FacingEast(0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(Forward(0) | FacingEast(0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(L(3, 2, 0) | Forward(0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(FacingSouth(0) | Forward(0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(Forward(0) | Forward(0) | L(3, 1, 1) | Bump(1) | ~L(3, 1, 1))"
"(L(3, 2, 0) | L(2, 1, 0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(FacingSouth(0) | L(2, 1, 0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(Forward(0) | L(2, 1, 0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(L(3, 2, 0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(FacingSouth(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(Forward(0) | FacingEast(0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(L(3, 2, 0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(FacingSouth(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(Forward(0) | Forward(0) | ~Forward(1) | Bump(1) | ~L(3, 1, 1))"
"(P(3, 1) | W(3, 1) | OK(3, 1, 1))"
"(~WumpusAlive(1) | OK(3, 1, 1))"
"(~P(3, 1) | WumpusAlive(1) | ~OK(3, 1, 1))"
"(~W(3, 1) | WumpusAlive(1) | ~OK(3, 1, 1))"
"(Breeze(1) | ~B(3, 2) | ~L(3, 2, 1))"
"(B(3, 2) | ~Breeze(1) | ~L(3, 2, 1))"
"(Stench(1) | ~S(3, 2) | ~L(3, 2, 1))"
"(S(3, 2) | ~Stench(1) | ~L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | Forward(0) | L(2, 2, 0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | FacingNorth(0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | Forward(0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | Forward(0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | Forward(0) | FacingEast(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | L(3, 1, 0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | L(3, 1, 0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(Forward(0) | L(3, 1, 0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(L(3, 3, 0) | FacingNorth(0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
"(FacingSouth(0) | FacingNorth(0) | Forward(0) | ~L(3, 2, 1) | Forward(1) | L(3, 2, 1))"
